"Date" "Party" "Freq"
"2014-07-26" "POTAMI" 160
"2014-07-27" "POTAMI" 83
"2014-07-28" "POTAMI" 12
"2014-07-29" "POTAMI" 16
"2014-07-30" "POTAMI" 18
"2014-07-31" "POTAMI" 5
"2014-08-01" "POTAMI" 70
"2014-08-02" "POTAMI" 50
"2014-08-03" "POTAMI" 113
"2014-08-04" "POTAMI" 165
"2014-08-05" "POTAMI" 159
"2014-08-06" "POTAMI" 164
"2014-08-07" "POTAMI" 275
"2014-08-08" "POTAMI" 131
"2014-08-09" "POTAMI" 116
"2014-08-10" "POTAMI" 68
"2014-08-11" "POTAMI" 82
"2014-08-12" "POTAMI" 85
"2014-08-13" "POTAMI" 76
"2014-08-14" "POTAMI" 95
"2014-08-24" "POTAMI" 29
"2014-08-25" "POTAMI" 203
"2014-08-26" "POTAMI" 95
"2014-08-27" "POTAMI" 53
"2014-08-28" "POTAMI" 311
"2014-08-29" "POTAMI" 148
"2014-08-30" "POTAMI" 51
"2014-09-01" "POTAMI" 17
"2014-09-02" "POTAMI" 114
"2014-09-03" "POTAMI" 121
"2014-09-04" "POTAMI" 276
"2014-09-05" "POTAMI" 183
"2014-09-06" "POTAMI" 375
"2014-09-07" "POTAMI" 252
"2014-09-08" "POTAMI" 164
"2014-09-09" "POTAMI" 214
"2014-09-10" "POTAMI" 132
"2014-09-11" "POTAMI" 72
"2014-09-12" "POTAMI" 170
"2014-09-13" "POTAMI" 112
"2014-09-14" "POTAMI" 312
"2014-09-15" "POTAMI" 221
"2014-09-16" "POTAMI" 313
"2014-09-17" "POTAMI" 143
"2014-09-18" "POTAMI" 144
"2014-09-19" "POTAMI" 99
"2014-09-20" "POTAMI" 139
"2014-09-21" "POTAMI" 850
"2014-09-22" "POTAMI" 369
"2014-09-24" "POTAMI" 30
"2014-09-25" "POTAMI" 293
"2014-09-26" "POTAMI" 299
"2014-09-27" "POTAMI" 219
"2014-09-28" "POTAMI" 154
"2014-09-29" "POTAMI" 168
"2014-09-30" "POTAMI" 152
"2014-10-01" "POTAMI" 241
"2014-10-02" "POTAMI" 245
"2014-10-03" "POTAMI" 178
"2014-10-04" "POTAMI" 59
"2014-10-05" "POTAMI" 211
"2014-10-06" "POTAMI" 349
"2014-10-07" "POTAMI" 287
"2014-10-08" "POTAMI" 303
"2014-10-09" "POTAMI" 143
"2014-10-10" "POTAMI" 185
"2014-10-11" "POTAMI" 114
"2014-10-12" "POTAMI" 92
"2014-10-13" "POTAMI" 911
"2014-10-14" "POTAMI" 498
"2014-10-15" "POTAMI" 623
"2014-10-16" "POTAMI" 649
"2014-10-17" "POTAMI" 262
"2014-10-18" "POTAMI" 327
"2014-10-19" "POTAMI" 246
"2014-10-20" "POTAMI" 260
"2014-10-21" "POTAMI" 169
"2014-10-24" "POTAMI" 604
"2014-10-25" "POTAMI" 322
"2014-10-26" "POTAMI" 182
"2014-10-27" "POTAMI" 237
"2014-10-28" "POTAMI" 140
"2014-10-29" "POTAMI" 279
"2014-10-30" "POTAMI" 677
"2014-10-31" "POTAMI" 189
"2014-11-01" "POTAMI" 82
"2014-11-02" "POTAMI" 397
"2014-11-03" "POTAMI" 541
"2014-11-04" "POTAMI" 391
"2014-11-05" "POTAMI" 330
"2014-11-06" "POTAMI" 254
"2014-11-07" "POTAMI" 316
"2014-11-08" "POTAMI" 346
"2014-11-10" "POTAMI" 49
"2014-11-11" "POTAMI" 201
"2014-11-12" "POTAMI" 248
"2014-11-13" "POTAMI" 248
"2014-11-14" "POTAMI" 238
"2014-11-15" "POTAMI" 143
"2014-11-16" "POTAMI" 479
"2014-11-17" "POTAMI" 522
"2014-11-18" "POTAMI" 196
"2014-11-19" "POTAMI" 262
"2014-11-20" "POTAMI" 278
"2014-11-21" "POTAMI" 396
"2014-11-22" "POTAMI" 245
"2014-11-23" "POTAMI" 155
"2014-11-24" "POTAMI" 168
"2014-11-25" "POTAMI" 115
"2014-11-26" "POTAMI" 144
"2014-11-27" "POTAMI" 258
"2014-11-28" "POTAMI" 299
"2014-11-29" "POTAMI" 205
"2014-11-30" "POTAMI" 254
"2014-12-01" "POTAMI" 860
"2014-12-02" "POTAMI" 434
"2014-12-03" "POTAMI" 291
"2014-12-04" "POTAMI" 147
"2014-12-05" "POTAMI" 237
"2014-12-06" "POTAMI" 202
"2014-12-07" "POTAMI" 205
"2014-12-08" "POTAMI" 183
"2014-12-09" "POTAMI" 718
"2014-12-10" "POTAMI" 364
"2014-12-11" "POTAMI" 424
"2014-12-12" "POTAMI" 372
"2014-12-13" "POTAMI" 264
"2014-12-14" "POTAMI" 764
"2014-12-15" "POTAMI" 366
"2014-12-16" "POTAMI" 333
"2014-12-17" "POTAMI" 269
"2014-12-18" "POTAMI" 221
"2014-12-19" "POTAMI" 485
"2014-12-20" "POTAMI" 280
"2014-12-21" "POTAMI" 490
"2014-12-22" "POTAMI" 423
"2014-12-23" "POTAMI" 1206
"2014-12-24" "POTAMI" 1110
"2014-12-25" "POTAMI" 463
"2014-12-26" "POTAMI" 830
"2014-12-27" "POTAMI" 954
"2014-12-28" "POTAMI" 355
"2014-12-29" "POTAMI" 739
"2014-12-30" "POTAMI" 804
"2014-12-31" "POTAMI" 517
"2015-01-01" "POTAMI" 283
"2015-01-02" "POTAMI" 1279
"2015-01-03" "POTAMI" 1091
"2015-01-04" "POTAMI" 2207
"2015-01-05" "POTAMI" 2158
"2015-01-06" "POTAMI" 1545
"2015-01-07" "POTAMI" 1563
"2015-01-08" "POTAMI" 987
"2015-01-09" "POTAMI" 1701
"2015-01-10" "POTAMI" 1034
"2015-01-11" "POTAMI" 1398
"2015-01-12" "POTAMI" 3660
"2015-01-13" "POTAMI" 1348
"2015-01-14" "POTAMI" 1147
"2015-01-15" "POTAMI" 1082
"2015-01-16" "POTAMI" 1275
"2015-01-17" "POTAMI" 1582
"2015-01-18" "POTAMI" 1592
"2015-01-19" "POTAMI" 1778
"2015-01-20" "POTAMI" 2383
"2015-01-21" "POTAMI" 3047
"2014-04-25" "Syriza" 2324
"2014-04-26" "Syriza" 1801
"2014-04-27" "Syriza" 1671
"2014-04-28" "Syriza" 2070
"2014-04-29" "Syriza" 3182
"2014-04-30" "Syriza" 2633
"2014-05-01" "Syriza" 1201
"2014-05-02" "Syriza" 3555
"2014-05-03" "Syriza" 2008
"2014-05-04" "Syriza" 2276
"2014-05-05" "Syriza" 1877
"2014-05-06" "Syriza" 2358
"2014-05-07" "Syriza" 2176
"2014-05-09" "Syriza" 1369
"2014-05-10" "Syriza" 3427
"2014-05-11" "Syriza" 2124
"2014-05-12" "Syriza" 3068
"2014-05-13" "Syriza" 2888
"2014-05-14" "Syriza" 2774
"2014-05-15" "Syriza" 3234
"2014-05-16" "Syriza" 3201
"2014-05-17" "Syriza" 2338
"2014-05-18" "Syriza" 7461
"2014-05-19" "Syriza" 4785
"2014-05-20" "Syriza" 5207
"2014-05-21" "Syriza" 5561
"2014-05-22" "Syriza" 8909
"2014-05-23" "Syriza" 7272
"2014-05-24" "Syriza" 4831
"2014-05-25" "Syriza" 12703
"2014-05-26" "Syriza" 8582
"2014-05-27" "Syriza" 7142
"2014-05-28" "Syriza" 3129
"2014-05-29" "Syriza" 3307
"2014-05-30" "Syriza" 2024
"2014-05-31" "Syriza" 1354
"2014-06-01" "Syriza" 1557
"2014-06-02" "Syriza" 1990
"2014-06-03" "Syriza" 2340
"2014-06-04" "Syriza" 1979
"2014-06-05" "Syriza" 1489
"2014-06-06" "Syriza" 1276
"2014-06-07" "Syriza" 1041
"2014-06-08" "Syriza" 553
"2014-06-09" "Syriza" 1833
"2014-06-10" "Syriza" 1233
"2014-06-11" "Syriza" 1273
"2014-06-12" "Syriza" 1413
"2014-06-13" "Syriza" 956
"2014-06-14" "Syriza" 845
"2014-06-15" "Syriza" 503
"2014-06-16" "Syriza" 728
"2014-06-17" "Syriza" 1614
"2014-06-18" "Syriza" 1938
"2014-06-19" "Syriza" 1507
"2014-06-20" "Syriza" 1457
"2014-06-22" "Syriza" 73
"2014-06-23" "Syriza" 1129
"2014-06-24" "Syriza" 1017
"2014-06-25" "Syriza" 1010
"2014-06-26" "Syriza" 1004
"2014-06-27" "Syriza" 996
"2014-06-28" "Syriza" 814
"2014-06-29" "Syriza" 931
"2014-06-30" "Syriza" 1542
"2014-07-01" "Syriza" 1299
"2014-07-02" "Syriza" 1255
"2014-07-03" "Syriza" 1934
"2014-07-04" "Syriza" 1406
"2014-07-05" "Syriza" 938
"2014-07-06" "Syriza" 636
"2014-07-07" "Syriza" 1286
"2014-07-08" "Syriza" 534
"2014-07-09" "Syriza" 1926
"2014-07-10" "Syriza" 2094
"2014-07-11" "Syriza" 1424
"2014-07-12" "Syriza" 742
"2014-07-13" "Syriza" 802
"2014-07-14" "Syriza" 745
"2014-07-15" "Syriza" 947
"2014-07-16" "Syriza" 1373
"2014-07-17" "Syriza" 1625
"2014-07-18" "Syriza" 1002
"2014-07-19" "Syriza" 652
"2014-07-20" "Syriza" 458
"2014-07-21" "Syriza" 731
"2014-07-22" "Syriza" 867
"2014-07-23" "Syriza" 723
"2014-07-24" "Syriza" 820
"2014-07-25" "Syriza" 727
"2014-07-26" "Syriza" 536
"2014-07-27" "Syriza" 510
"2014-07-28" "Syriza" 550
"2014-07-29" "Syriza" 580
"2014-07-30" "Syriza" 600
"2014-07-31" "Syriza" 1085
"2014-08-01" "Syriza" 523
"2014-08-02" "Syriza" 296
"2014-08-03" "Syriza" 496
"2014-08-04" "Syriza" 868
"2014-08-05" "Syriza" 752
"2014-08-06" "Syriza" 934
"2014-08-07" "Syriza" 1372
"2014-08-08" "Syriza" 762
"2014-08-09" "Syriza" 593
"2014-08-10" "Syriza" 609
"2014-08-11" "Syriza" 684
"2014-08-12" "Syriza" 504
"2014-08-13" "Syriza" 651
"2014-08-14" "Syriza" 428
"2014-08-24" "Syriza" 528
"2014-08-25" "Syriza" 978
"2014-08-26" "Syriza" 1044
"2014-08-27" "Syriza" 989
"2014-08-28" "Syriza" 718
"2014-08-29" "Syriza" 1380
"2014-08-30" "Syriza" 829
"2014-09-01" "Syriza" 106
"2014-09-02" "Syriza" 928
"2014-09-03" "Syriza" 1909
"2014-09-04" "Syriza" 1786
"2014-09-05" "Syriza" 1748
"2014-09-06" "Syriza" 1274
"2014-09-07" "Syriza" 1013
"2014-09-08" "Syriza" 1455
"2014-09-09" "Syriza" 1239
"2014-09-10" "Syriza" 1125
"2014-09-11" "Syriza" 1076
"2014-09-12" "Syriza" 1935
"2014-09-13" "Syriza" 2847
"2014-09-14" "Syriza" 2072
"2014-09-15" "Syriza" 2479
"2014-09-16" "Syriza" 2935
"2014-09-17" "Syriza" 3379
"2014-09-18" "Syriza" 2817
"2014-09-19" "Syriza" 1993
"2014-09-20" "Syriza" 1870
"2014-09-21" "Syriza" 2216
"2014-09-22" "Syriza" 1604
"2014-09-24" "Syriza" 435
"2014-09-25" "Syriza" 2026
"2014-09-26" "Syriza" 1871
"2014-09-27" "Syriza" 3068
"2014-09-28" "Syriza" 1908
"2014-09-29" "Syriza" 2565
"2014-09-30" "Syriza" 2275
"2014-10-01" "Syriza" 3333
"2014-10-02" "Syriza" 2487
"2014-10-03" "Syriza" 2091
"2014-10-04" "Syriza" 2256
"2014-10-05" "Syriza" 2553
"2014-10-06" "Syriza" 2814
"2014-10-07" "Syriza" 2771
"2014-10-08" "Syriza" 3037
"2014-10-09" "Syriza" 2860
"2014-10-10" "Syriza" 5374
"2014-10-11" "Syriza" 1653
"2014-10-12" "Syriza" 1294
"2014-10-13" "Syriza" 2425
"2014-10-14" "Syriza" 3927
"2014-10-15" "Syriza" 3654
"2014-10-16" "Syriza" 3387
"2014-10-17" "Syriza" 2947
"2014-10-18" "Syriza" 2747
"2014-10-19" "Syriza" 3236
"2014-10-20" "Syriza" 3558
"2014-10-21" "Syriza" 1556
"2014-10-24" "Syriza" 1992
"2014-10-25" "Syriza" 1992
"2014-10-26" "Syriza" 1648
"2014-10-27" "Syriza" 2074
"2014-10-28" "Syriza" 1682
"2014-10-29" "Syriza" 1073
"2014-10-30" "Syriza" 1535
"2014-10-31" "Syriza" 1232
"2014-11-01" "Syriza" 1214
"2014-11-02" "Syriza" 1101
"2014-11-03" "Syriza" 1685
"2014-11-04" "Syriza" 1356
"2014-11-05" "Syriza" 1563
"2014-11-06" "Syriza" 2487
"2014-11-07" "Syriza" 2292
"2014-11-08" "Syriza" 1594
"2014-11-10" "Syriza" 272
"2014-11-11" "Syriza" 1258
"2014-11-12" "Syriza" 1605
"2014-11-13" "Syriza" 2257
"2014-11-14" "Syriza" 2538
"2014-11-15" "Syriza" 1513
"2014-11-16" "Syriza" 1456
"2014-11-17" "Syriza" 1771
"2014-11-18" "Syriza" 2735
"2014-11-19" "Syriza" 2636
"2014-11-20" "Syriza" 2072
"2014-11-21" "Syriza" 2049
"2014-11-22" "Syriza" 1708
"2014-11-23" "Syriza" 1743
"2014-11-24" "Syriza" 3398
"2014-11-25" "Syriza" 2283
"2014-11-26" "Syriza" 2577
"2014-11-27" "Syriza" 2843
"2014-11-28" "Syriza" 2695
"2014-11-29" "Syriza" 1860
"2014-11-30" "Syriza" 1690
"2014-12-01" "Syriza" 2999
"2014-12-02" "Syriza" 2302
"2014-12-03" "Syriza" 2150
"2014-12-04" "Syriza" 1854
"2014-12-05" "Syriza" 2185
"2014-12-06" "Syriza" 2462
"2014-12-07" "Syriza" 3653
"2014-12-08" "Syriza" 2946
"2014-12-09" "Syriza" 4757
"2014-12-10" "Syriza" 1587
"2014-12-11" "Syriza" 4936
"2014-12-12" "Syriza" 5655
"2014-12-13" "Syriza" 3754
"2014-12-14" "Syriza" 3045
"2014-12-15" "Syriza" 4870
"2014-12-16" "Syriza" 4723
"2014-12-17" "Syriza" 4618
"2014-12-18" "Syriza" 3574
"2014-12-19" "Syriza" 4605
"2014-12-20" "Syriza" 3585
"2014-12-21" "Syriza" 3807
"2014-12-22" "Syriza" 5379
"2014-12-23" "Syriza" 4487
"2014-12-24" "Syriza" 2019
"2014-12-25" "Syriza" 1674
"2014-12-26" "Syriza" 1966
"2014-12-27" "Syriza" 5173
"2014-12-28" "Syriza" 2729
"2014-12-29" "Syriza" 9470
"2014-12-30" "Syriza" 9357
"2014-12-31" "Syriza" 6716
"2015-01-01" "Syriza" 3264
"2015-01-02" "Syriza" 8041
"2015-01-03" "Syriza" 7806
"2015-01-04" "Syriza" 7774
"2015-01-05" "Syriza" 9118
"2015-01-06" "Syriza" 7050
"2015-01-07" "Syriza" 8511
"2015-01-08" "Syriza" 9174
"2015-01-09" "Syriza" 9787
"2015-01-10" "Syriza" 8215
"2015-01-11" "Syriza" 8794
"2015-01-12" "Syriza" 24300
"2015-01-13" "Syriza" 10578
"2015-01-14" "Syriza" 12202
"2015-01-15" "Syriza" 12202
"2015-01-16" "Syriza" 12655
"2015-01-17" "Syriza" 9660
"2015-01-18" "Syriza" 11745
"2015-01-19" "Syriza" 14413
"2015-01-20" "Syriza" 15506
"2015-01-21" "Syriza" 14056
"2014-04-25" "XA" 29
"2014-04-26" "XA" 223
"2014-04-27" "XA" 300
"2014-04-28" "XA" 332
"2014-04-29" "XA" 312
"2014-04-30" "XA" 435
"2014-05-01" "XA" 176
"2014-05-02" "XA" 199
"2014-05-03" "XA" 153
"2014-05-04" "XA" 184
"2014-05-05" "XA" 255
"2014-05-06" "XA" 417
"2014-05-07" "XA" 599
"2014-05-09" "XA" 168
"2014-05-10" "XA" 380
"2014-05-11" "XA" 636
"2014-05-12" "XA" 440
"2014-05-13" "XA" 315
"2014-05-14" "XA" 207
"2014-05-15" "XA" 238
"2014-05-16" "XA" 414
"2014-05-17" "XA" 218
"2014-05-18" "XA" 1379
"2014-05-19" "XA" 1915
"2014-05-20" "XA" 1249
"2014-05-21" "XA" 1635
"2014-05-22" "XA" 1440
"2014-05-23" "XA" 1989
"2014-05-24" "XA" 1334
"2014-05-25" "XA" 6484
"2014-05-26" "XA" 4589
"2014-05-27" "XA" 2268
"2014-05-28" "XA" 1158
"2014-05-29" "XA" 1189
"2014-05-30" "XA" 1061
"2014-05-31" "XA" 694
"2014-06-01" "XA" 856
"2014-06-02" "XA" 679
"2014-06-03" "XA" 611
"2014-06-04" "XA" 4051
"2014-06-05" "XA" 1359
"2014-06-06" "XA" 878
"2014-06-07" "XA" 507
"2014-06-08" "XA" 566
"2014-06-09" "XA" 1008
"2014-06-10" "XA" 820
"2014-06-11" "XA" 521
"2014-06-12" "XA" 435
"2014-06-13" "XA" 632
"2014-06-14" "XA" 324
"2014-06-15" "XA" 371
"2014-06-16" "XA" 555
"2014-06-17" "XA" 632
"2014-06-18" "XA" 776
"2014-06-19" "XA" 397
"2014-06-20" "XA" 415
"2014-06-22" "XA" 26
"2014-06-23" "XA" 409
"2014-06-24" "XA" 464
"2014-06-25" "XA" 312
"2014-06-26" "XA" 261
"2014-06-27" "XA" 348
"2014-06-28" "XA" 160
"2014-06-29" "XA" 191
"2014-06-30" "XA" 389
"2014-07-01" "XA" 310
"2014-07-02" "XA" 547
"2014-07-03" "XA" 493
"2014-07-04" "XA" 603
"2014-07-05" "XA" 313
"2014-07-06" "XA" 320
"2014-07-07" "XA" 471
"2014-07-08" "XA" 178
"2014-07-09" "XA" 513
"2014-07-10" "XA" 1616
"2014-07-11" "XA" 763
"2014-07-12" "XA" 353
"2014-07-13" "XA" 364
"2014-07-14" "XA" 355
"2014-07-15" "XA" 472
"2014-07-16" "XA" 408
"2014-07-17" "XA" 275
"2014-07-18" "XA" 298
"2014-07-19" "XA" 225
"2014-07-20" "XA" 253
"2014-07-21" "XA" 456
"2014-07-22" "XA" 474
"2014-07-23" "XA" 412
"2014-07-24" "XA" 393
"2014-07-25" "XA" 286
"2014-07-26" "XA" 345
"2014-07-27" "XA" 421
"2014-07-28" "XA" 300
"2014-07-29" "XA" 2500
"2014-07-30" "XA" 150
"2014-07-31" "XA" 128
"2014-08-01" "XA" 199
"2014-08-02" "XA" 173
"2014-08-03" "XA" 275
"2014-08-04" "XA" 447
"2014-08-05" "XA" 418
"2014-08-06" "XA" 462
"2014-08-07" "XA" 495
"2014-08-08" "XA" 410
"2014-08-09" "XA" 213
"2014-08-10" "XA" 243
"2014-08-11" "XA" 307
"2014-08-12" "XA" 256
"2014-08-13" "XA" 266
"2014-08-14" "XA" 239
"2014-08-24" "XA" 327
"2014-08-25" "XA" 443
"2014-08-26" "XA" 463
"2014-08-27" "XA" 548
"2014-08-28" "XA" 619
"2014-08-29" "XA" 720
"2014-08-30" "XA" 488
"2014-09-01" "XA" 96
"2014-09-02" "XA" 405
"2014-09-03" "XA" 409
"2014-09-04" "XA" 439
"2014-09-05" "XA" 451
"2014-09-06" "XA" 334
"2014-09-07" "XA" 326
"2014-09-08" "XA" 621
"2014-09-09" "XA" 379
"2014-09-10" "XA" 428
"2014-09-11" "XA" 461
"2014-09-12" "XA" 714
"2014-09-13" "XA" 341
"2014-09-14" "XA" 635
"2014-09-15" "XA" 845
"2014-09-16" "XA" 809
"2014-09-17" "XA" 756
"2014-09-18" "XA" 2186
"2014-09-19" "XA" 801
"2014-09-20" "XA" 834
"2014-09-21" "XA" 868
"2014-09-22" "XA" 599
"2014-09-24" "XA" 137
"2014-09-25" "XA" 436
"2014-09-26" "XA" 473
"2014-09-27" "XA" 520
"2014-09-28" "XA" 317
"2014-09-29" "XA" 552
"2014-09-30" "XA" 367
"2014-10-01" "XA" 537
"2014-10-02" "XA" 449
"2014-10-03" "XA" 422
"2014-10-04" "XA" 426
"2014-10-05" "XA" 539
"2014-10-06" "XA" 597
"2014-10-07" "XA" 492
"2014-10-08" "XA" 557
"2014-10-09" "XA" 391
"2014-10-10" "XA" 450
"2014-10-11" "XA" 410
"2014-10-12" "XA" 394
"2014-10-13" "XA" 533
"2014-10-14" "XA" 598
"2014-10-15" "XA" 711
"2014-10-16" "XA" 1252
"2014-10-17" "XA" 574
"2014-10-18" "XA" 489
"2014-10-19" "XA" 445
"2014-10-20" "XA" 364
"2014-10-21" "XA" 274
"2014-10-24" "XA" 318
"2014-10-25" "XA" 304
"2014-10-26" "XA" 374
"2014-10-27" "XA" 391
"2014-10-28" "XA" 470
"2014-10-29" "XA" 283
"2014-10-30" "XA" 312
"2014-10-31" "XA" 290
"2014-11-01" "XA" 352
"2014-11-02" "XA" 391
"2014-11-03" "XA" 445
"2014-11-04" "XA" 337
"2014-11-05" "XA" 482
"2014-11-06" "XA" 642
"2014-11-07" "XA" 412
"2014-11-08" "XA" 201
"2014-11-10" "XA" 92
"2014-11-11" "XA" 439
"2014-11-12" "XA" 280
"2014-11-13" "XA" 324
"2014-11-14" "XA" 455
"2014-11-15" "XA" 203
"2014-11-16" "XA" 447
"2014-11-17" "XA" 857
"2014-11-18" "XA" 156
"2014-11-19" "XA" 161
"2014-11-20" "XA" 123
"2014-11-21" "XA" 114
"2014-11-22" "XA" 67
"2014-11-23" "XA" 71
"2014-11-24" "XA" 96
"2014-11-25" "XA" 104
"2014-11-26" "XA" 102
"2014-11-27" "XA" 83
"2014-11-28" "XA" 136
"2014-11-29" "XA" 68
"2014-11-30" "XA" 71
"2014-12-01" "XA" 283
"2014-12-02" "XA" 103
"2014-12-03" "XA" 145
"2014-12-04" "XA" 120
"2014-12-05" "XA" 90
"2014-12-06" "XA" 87
"2014-12-07" "XA" 123
"2014-12-08" "XA" 97
"2014-12-09" "XA" 266
"2014-12-10" "XA" 119
"2014-12-11" "XA" 455
"2014-12-12" "XA" 189
"2014-12-13" "XA" 74
"2014-12-14" "XA" 157
"2014-12-15" "XA" 198
"2014-12-16" "XA" 213
"2014-12-17" "XA" 273
"2014-12-18" "XA" 191
"2014-12-19" "XA" 208
"2014-12-20" "XA" 115
"2014-12-21" "XA" 158
"2014-12-22" "XA" 206
"2014-12-23" "XA" 401
"2014-12-24" "XA" 727
"2014-12-25" "XA" 135
"2014-12-26" "XA" 98
"2014-12-27" "XA" 217
"2014-12-28" "XA" 129
"2014-12-29" "XA" 678
"2014-12-30" "XA" 163
"2014-12-31" "XA" 119
"2015-01-01" "XA" 95
"2015-01-02" "XA" 183
"2015-01-03" "XA" 104
"2015-01-04" "XA" 194
"2015-01-05" "XA" 298
"2015-01-06" "XA" 200
"2015-01-07" "XA" 216
"2015-01-08" "XA" 377
"2015-01-09" "XA" 357
"2015-01-10" "XA" 416
"2015-01-11" "XA" 266
"2015-01-12" "XA" 858
"2015-01-13" "XA" 553
"2015-01-14" "XA" 421
"2015-01-15" "XA" 463
"2015-01-16" "XA" 421
"2015-01-17" "XA" 351
"2015-01-18" "XA" 485
"2015-01-19" "XA" 617
"2015-01-20" "XA" 443
"2015-01-21" "XA" 349
"2014-04-25" "kke" 0
"2014-04-26" "kke" 0
"2014-04-27" "kke" 0
"2014-04-28" "kke" 0
"2014-04-29" "kke" 0
"2014-04-30" "kke" 0
"2014-05-01" "kke" 0
"2014-05-02" "kke" 0
"2014-05-03" "kke" 0
"2014-05-04" "kke" 0
"2014-05-05" "kke" 0
"2014-05-06" "kke" 0
"2014-05-07" "kke" 0
"2014-05-09" "kke" 0
"2014-05-10" "kke" 0
"2014-05-11" "kke" 0
"2014-05-12" "kke" 0
"2014-05-13" "kke" 0
"2014-05-14" "kke" 0
"2014-05-15" "kke" 0
"2014-05-16" "kke" 0
"2014-05-17" "kke" 0
"2014-05-18" "kke" 0
"2014-05-19" "kke" 0
"2014-05-20" "kke" 0
"2014-05-21" "kke" 0
"2014-05-22" "kke" 0
"2014-05-23" "kke" 0
"2014-05-24" "kke" 0
"2014-05-25" "kke" 0
"2014-05-26" "kke" 0
"2014-05-27" "kke" 0
"2014-05-28" "kke" 0
"2014-05-29" "kke" 0
"2014-05-30" "kke" 0
"2014-05-31" "kke" 0
"2014-06-01" "kke" 0
"2014-06-02" "kke" 0
"2014-06-03" "kke" 0
"2014-06-04" "kke" 0
"2014-06-05" "kke" 0
"2014-06-06" "kke" 0
"2014-06-07" "kke" 0
"2014-06-08" "kke" 0
"2014-06-09" "kke" 0
"2014-06-10" "kke" 0
"2014-06-11" "kke" 0
"2014-06-12" "kke" 0
"2014-06-13" "kke" 0
"2014-06-14" "kke" 0
"2014-06-15" "kke" 0
"2014-06-16" "kke" 0
"2014-06-17" "kke" 0
"2014-06-18" "kke" 0
"2014-06-19" "kke" 0
"2014-06-20" "kke" 0
"2014-06-22" "kke" 0
"2014-06-23" "kke" 0
"2014-06-24" "kke" 0
"2014-06-25" "kke" 0
"2014-06-26" "kke" 0
"2014-06-27" "kke" 0
"2014-06-28" "kke" 0
"2014-06-29" "kke" 0
"2014-06-30" "kke" 0
"2014-07-01" "kke" 0
"2014-07-02" "kke" 0
"2014-07-03" "kke" 0
"2014-07-04" "kke" 0
"2014-07-05" "kke" 0
"2014-07-06" "kke" 0
"2014-07-07" "kke" 0
"2014-07-08" "kke" 0
"2014-07-09" "kke" 0
"2014-07-10" "kke" 0
"2014-07-11" "kke" 0
"2014-07-12" "kke" 0
"2014-07-13" "kke" 0
"2014-07-14" "kke" 0
"2014-07-15" "kke" 0
"2014-07-16" "kke" 0
"2014-07-17" "kke" 0
"2014-07-18" "kke" 0
"2014-07-19" "kke" 0
"2014-07-20" "kke" 0
"2014-07-21" "kke" 0
"2014-07-22" "kke" 0
"2014-07-23" "kke" 0
"2014-07-24" "kke" 0
"2014-07-25" "kke" 0
"2014-07-26" "kke" 0
"2014-07-27" "kke" 0
"2014-07-28" "kke" 0
"2014-07-29" "kke" 0
"2014-07-30" "kke" 0
"2014-07-31" "kke" 0
"2014-08-01" "kke" 0
"2014-08-02" "kke" 0
"2014-08-03" "kke" 0
"2014-08-04" "kke" 0
"2014-08-05" "kke" 0
"2014-08-06" "kke" 0
"2014-08-07" "kke" 0
"2014-08-08" "kke" 0
"2014-08-09" "kke" 0
"2014-08-10" "kke" 0
"2014-08-11" "kke" 0
"2014-08-12" "kke" 0
"2014-08-13" "kke" 0
"2014-08-14" "kke" 0
"2014-08-24" "kke" 0
"2014-08-25" "kke" 0
"2014-08-26" "kke" 0
"2014-08-27" "kke" 0
"2014-08-28" "kke" 0
"2014-08-29" "kke" 0
"2014-08-30" "kke" 0
"2014-09-01" "kke" 0
"2014-09-02" "kke" 0
"2014-09-03" "kke" 0
"2014-09-04" "kke" 0
"2014-09-05" "kke" 0
"2014-09-06" "kke" 0
"2014-09-07" "kke" 0
"2014-09-08" "kke" 0
"2014-09-09" "kke" 0
"2014-09-10" "kke" 0
"2014-09-11" "kke" 0
"2014-09-12" "kke" 0
"2014-09-13" "kke" 0
"2014-09-14" "kke" 0
"2014-09-15" "kke" 0
"2014-09-16" "kke" 0
"2014-09-17" "kke" 0
"2014-09-18" "kke" 0
"2014-09-19" "kke" 0
"2014-09-20" "kke" 0
"2014-09-21" "kke" 0
"2014-09-22" "kke" 0
"2014-09-24" "kke" 0
"2014-09-25" "kke" 0
"2014-09-26" "kke" 0
"2014-09-27" "kke" 0
"2014-09-28" "kke" 0
"2014-09-29" "kke" 0
"2014-09-30" "kke" 0
"2014-10-01" "kke" 0
"2014-10-02" "kke" 0
"2014-10-03" "kke" 0
"2014-10-04" "kke" 0
"2014-10-05" "kke" 0
"2014-10-06" "kke" 0
"2014-10-07" "kke" 0
"2014-10-08" "kke" 0
"2014-10-09" "kke" 0
"2014-10-10" "kke" 0
"2014-10-11" "kke" 0
"2014-10-12" "kke" 0
"2014-10-13" "kke" 0
"2014-10-14" "kke" 0
"2014-10-15" "kke" 0
"2014-10-16" "kke" 0
"2014-10-17" "kke" 0
"2014-10-18" "kke" 0
"2014-10-19" "kke" 0
"2014-10-20" "kke" 0
"2014-10-21" "kke" 0
"2014-10-24" "kke" 0
"2014-10-25" "kke" 0
"2014-10-26" "kke" 0
